ID,Age,Marital_Status,Education,Income,MntFruits,MntMeatProducts,MntSweetProducts,NumWebPurchases,NumStorePurchases,NumWebVisitsMonth,Country
4452,65,Single,Graduation,50388,6,37,3,6,6,7,Germany
4785,52,Together,PhD,77622,7,154,0,6,11,3,SA
8461,60,Divorced,Graduation,46102,0,1,0,1,2,7,Spain
3878,42,Single,Basic,31859,4,7,8,1,3,7,Spain
9612,35,Single,Basic,23830,8,6,8,1,3,7,Spain
4098,49,Married,Graduation,24639,3,16,4,2,4,6,AUS
158,77,Together,PhD,71604,53,528,75,8,5,4,Spain
3896,38,Married,Graduation,27255,1,11,1,1,3,7,Spain
9970,45,Together,Graduation,55375,11,57,28,1,6,2,Canada
4002,62,Married,PhD,77037,96,333,53,7,12,3,Spain
10914,52,Single,Graduation,24163,1,7,1,1,3,4,Spain
7279,53,Together,PhD,69476,86,559,9,4,4,2,US
10582,43,Married,Graduation,72063,32,348,32,5,12,2,Germany
4470,60,Married,Master,58646,1,44,5,2,4,4,Spain
6183,60,Married,Master,58646,1,44,5,2,4,4,Germany
6379,73,Widow,Master,47570,1,20,2,2,2,7,US
8601,42,Married,Graduation,80011,76,536,178,8,5,4,AUS
4827,66,Single,PhD,54998,22,202,30,4,9,4,Spain
6715,74,Single,PhD,60200,19,132,6,6,11,6,Spain
10676,40,Married,Graduation,63211,193,459,26,3,7,2,Spain
1041,49,Single,PhD,48432,3,50,3,7,6,8,SA
492,49,YOLO,PhD,48432,3,50,3,7,6,8,Canada
11133,49,YOLO,PhD,48432,3,50,3,7,6,8,India
4491,73,Married,Master,62845,0,45,0,3,10,8,Spain
873,73,Married,Master,62845,0,45,0,3,10,8,Spain
1631,57,Together,PhD,65220,63,292,25,8,7,6,Germany
8278,32,Married,PhD,74214,83,547,99,8,5,5,Spain
6815,42,Married,Basic,96547,21,125,101,7,8,2,Spain
254,67,Together,Graduation,53863,4,30,4,7,7,7,Spain
1349,52,Married,Graduation,50447,7,24,3,3,3,6,India
2534,69,Married,Graduation,37716,1,41,2,4,3,7,AUS
2130,40,Together,Graduation,45203,3,67,8,3,3,6,SA
2296,47,Married,Master,37368,2,11,2,1,2,6,Spain
3799,67,Married,Graduation,67225,35,322,7,7,11,5,US
11084,46,Together,Master,65104,0,232,20,3,7,7,Canada
5172,46,Together,Master,65104,0,232,20,3,7,7,Spain
9504,73,Married,Master,81698,28,520,123,3,13,1,Spain
850,54,Single,Graduation,70566,28,215,28,6,9,3,Spain
4477,64,Together,Graduation,69096,49,159,82,5,10,4,Germany
1945,60,Married,Graduation,71434,36,217,96,7,7,4,Spain
7685,44,Married,Graduation,33039,8,12,8,2,4,5,Spain
6310,44,Married,Graduation,33039,8,12,8,2,4,5,Canada
10832,64,Together,Graduation,46610,10,30,10,6,6,6,Spain
3025,64,Single,Graduation,49967,6,69,12,6,5,7,Canada
2404,46,Married,Graduation,53359,4,30,6,5,4,7,US
8581,51,Married,Master,49505,0,100,0,10,8,8,Spain
8755,76,Married,Master,68657,34,471,68,3,9,7,AUS
10177,68,Divorced,Graduation,72071,69,300,138,5,8,2,Spain
2429,68,Divorced,Graduation,72071,69,300,138,5,8,2,Canada
8920,55,Single,Master,59235,40,469,0,11,12,7,India
8430,65,Together,Graduation,21994,0,6,1,0,3,5,AUS
8619,65,Together,Graduation,21994,0,6,1,0,3,5,Spain
8996,65,Married,PhD,0,42,192,37,7,8,9,Germany
7233,50,Married,Graduation,69209,32,849,48,5,6,4,Canada
6678,33,Together,Graduation,31928,4,24,2,3,4,7,India
830,35,Single,PhD,74004,48,560,176,4,4,3,India
6365,35,Married,Basic,30390,12,12,1,2,3,6,India
6770,37,Married,Graduation,21355,13,14,5,2,2,6,US
2261,53,Married,Graduation,26304,1,5,0,1,2,7,Germany
1031,33,Married,Basic,85710,20,350,30,6,10,2,India
10089,48,Divorced,Graduation,102692,148,444,172,6,13,2,SA
9256,51,Single,Graduation,58350,26,206,80,8,12,6,Spain
10641,44,Single,Graduation,7500,5,4,4,2,3,6,Spain
624,38,Single,Master,18890,4,1,2,0,2,6,SA
4211,36,Married,Basic,20425,12,5,16,2,3,7,Canada
1407,36,Married,Basic,20425,12,5,16,2,3,7,Germany
10356,65,Divorced,PhD,41437,0,2,0,1,3,7,Spain
9323,73,Together,Master,49912,8,223,49,10,7,8,ME
1146,73,Together,Master,49912,8,223,49,10,7,8,AUS
6343,63,Married,Graduation,79823,73,380,73,6,7,2,AUS
8545,68,Divorced,Graduation,85683,17,311,69,2,10,1,Spain
8275,57,Divorced,PhD,47025,0,3,0,1,2,7,Spain
10673,46,Married,PhD,68397,80,466,13,6,5,3,SA
8799,38,Married,PhD,38175,6,69,3,3,4,7,Spain
67,50,Single,Master,46423,0,16,0,2,4,7,Spain
9923,50,Single,Master,46423,0,16,0,2,4,7,Spain
2814,46,Together,Master,30560,1,5,5,1,3,7,SA
2711,46,Together,Master,30560,1,5,5,1,3,7,Canada
4320,43,Single,Graduation,60152,83,300,58,6,12,3,Spain
10451,57,Together,Graduation,29672,1,3,4,0,3,6,SA
4198,57,Together,Graduation,29672,1,3,4,0,3,6,Spain
10814,75,Together,Graduation,70321,23,751,26,6,13,4,Spain
944,60,Married,Graduation,56181,103,69,44,4,7,4,Spain
8151,32,Married,Basic,24279,36,21,62,4,3,8,Spain
6184,53,Married,PhD,68462,64,785,128,3,8,1,Spain
3498,46,Married,PhD,55424,61,184,53,7,9,6,Spain
2870,49,Married,Graduation,49094,0,38,8,6,6,6,Spain
7342,61,Widow,Basic,59184,142,113,151,6,12,5,Spain
1911,35,Together,Graduation,67430,97,291,133,11,12,6,Germany
10862,62,Married,Master,30522,8,83,11,1,9,2,Spain
2546,45,Single,Basic,31878,4,5,5,1,4,3,Spain
3005,30,Single,Graduation,83528,117,678,44,4,8,1,Spain
8318,43,Together,Graduation,90300,134,786,134,5,8,1,Spain
2930,44,Single,Master,68092,60,207,36,2,10,5,SA
8216,50,Married,Master,53761,0,76,7,4,3,5,AUS
1212,49,Married,Graduation,52845,25,292,41,8,6,6,Spain
2541,46,Married,Graduation,24027,7,11,0,2,3,8,Spain
10659,43,Together,Basic,7500,8,11,8,3,2,7,India
10905,67,Together,Graduation,42586,2,56,0,4,6,8,Spain
8910,67,Together,Graduation,42586,2,56,0,4,6,8,Spain
7349,49,Together,Basic,9722,17,16,16,3,3,8,Spain
7872,47,Married,PhD,86836,21,273,21,6,6,5,Spain
4290,50,Married,Graduation,30467,3,8,5,1,2,7,Canada
7408,70,Married,PhD,54549,2,6,0,5,4,7,SA
9986,40,Together,Graduation,19444,0,23,2,4,2,7,SA
8235,66,Together,Master,69245,30,214,30,6,10,3,SA
10949,59,Divorced,PhD,72968,37,592,37,5,8,3,Spain
7284,69,Married,Graduation,48686,0,7,0,1,2,8,Spain
9529,32,Married,Graduation,73687,153,503,13,3,9,2,SA
9930,78,Single,PhD,82716,148,228,148,6,13,2,Canada
10270,41,Married,Basic,35523,5,22,5,3,3,7,Germany
760,47,Divorced,PhD,60554,7,76,15,8,9,6,SA
5519,66,Together,Graduation,64090,58,161,51,6,4,5,SA
232,57,Single,Graduation,61559,83,88,14,4,10,3,Spain
3009,60,Widow,PhD,71670,16,128,0,5,6,6,Spain
6518,71,Widow,PhD,67680,0,48,6,7,8,5,AUS
10669,41,Married,Graduation,54386,21,64,21,3,10,3,Spain
5682,69,Single,PhD,64108,10,86,21,6,11,5,AUS
1570,71,Together,PhD,69702,9,240,19,7,10,4,Spain
1497,70,Single,Graduation,47958,11,88,3,6,5,5,SA
9723,62,Married,Graduation,67716,142,217,9,7,13,5,Canada
7261,51,Together,Graduation,34600,33,60,3,5,5,8,Spain
2452,51,Together,Graduation,34600,33,60,3,5,5,8,Spain
5621,53,Married,Graduation,48752,57,100,15,6,5,9,Spain
10995,34,Married,Basic,15716,5,30,7,3,4,8,SA
7373,70,Divorced,PhD,46610,12,96,22,4,6,6,AUS
5331,45,Married,Graduation,74985,51,898,0,3,7,2,Germany
263,77,Single,PhD,45576,19,29,14,3,3,8,Spain
4619,77,Single,PhD,113734,2,3,262,27,0,1,Spain
940,35,Single,Graduation,57100,11,99,11,3,7,3,SA
10084,50,Married,Graduation,24434,2,8,0,2,2,7,India
6019,51,Married,PhD,37126,3,9,4,1,2,6,Spain
1463,64,Single,Graduation,45160,2,5,0,1,2,7,AUS
6424,45,Together,Graduation,33178,6,2,2,1,3,4,Spain
8233,72,Widow,Master,64866,5,21,5,7,7,5,Canada
1515,47,Together,Master,34176,2,7,2,1,3,3,Canada
10855,54,Single,Master,50014,14,77,10,4,8,5,Spain
10909,74,Married,Graduation,92344,24,694,19,5,5,1,AUS
3376,52,Divorced,Master,55282,6,73,4,3,6,4,Spain
10232,59,Divorced,PhD,48799,18,81,6,3,7,3,Spain
5547,40,Married,PhD,84169,19,403,19,7,6,3,Spain
8362,40,Married,PhD,84169,19,403,19,7,6,3,SA
3524,51,Single,Master,39763,1,60,6,5,2,9,Spain
10095,47,Divorced,PhD,74165,12,240,12,5,10,2,Canada
8897,57,Single,Graduation,42720,5,91,26,7,7,8,Germany
466,78,Married,Graduation,65275,14,218,14,4,13,2,Spain
11025,61,Married,Graduation,36443,0,46,3,3,3,8,Spain
2387,70,Together,Master,43776,2,71,2,5,4,8,SA
1618,57,Together,Graduation,56046,0,64,0,10,8,8,Germany
25,64,Married,Graduation,65148,35,422,12,6,7,4,Canada
3277,67,Divorced,Graduation,49431,3,100,0,7,5,8,Spain
8566,61,Together,PhD,32583,0,3,0,1,2,7,Spain
2634,43,Single,Master,16653,7,31,4,2,3,6,Spain
8036,51,Together,Basic,26850,1,13,2,2,4,4,Spain
8159,54,Married,Graduation,51287,0,22,0,4,3,7,Spain
7628,49,Married,Basic,43050,5,24,3,2,4,5,Spain
9597,53,Married,Graduation,73448,106,189,41,7,9,4,Canada
1384,30,Married,Basic,17256,4,14,8,2,2,8,US
10150,61,Single,Graduation,86429,28,873,18,7,7,2,SA
3885,39,Married,PhD,33569,2,18,0,1,2,8,Spain
11003,42,Together,Basic,25130,5,7,18,2,3,7,Canada
8026,70,Married,Graduation,62998,58,73,89,5,5,5,Canada
577,46,Together,Basic,26907,1,7,3,1,3,7,Spain
8702,46,Together,Basic,26907,1,7,3,1,3,7,AUS
5429,74,Married,PhD,45579,1,33,1,4,4,6,Spain
977,65,Together,Graduation,47320,19,111,15,5,8,6,Canada
2793,46,Divorced,PhD,70179,88,168,44,7,13,5,SA
1071,46,Divorced,PhD,70179,88,168,44,7,13,5,US
5074,36,Married,Master,28072,0,10,0,1,3,7,Canada
2632,68,Married,Graduation,50501,0,38,0,5,4,6,India
6404,53,Together,Graduation,58917,7,89,7,4,6,5,SA
10240,73,Together,Graduation,69372,26,269,13,10,6,4,Canada
2521,51,Married,Master,35178,1,13,2,1,2,7,Spain
4301,51,Married,Master,35178,1,13,2,1,2,7,AUS
7381,54,Divorced,Graduation,75693,153,293,97,11,6,4,Spain
2407,40,Married,Graduation,69109,25,459,29,6,7,4,US
9064,40,Married,Graduation,69109,25,459,29,6,7,4,Spain
5067,28,Together,Graduation,80134,26,282,26,2,11,5,Spain
10281,52,Divorced,Graduation,64713,60,241,54,5,7,4,AUS
11191,36,Divorced,Graduation,41411,32,38,3,2,4,6,Spain
1994,39,Married,Graduation,0,5,6,2,1,2,7,US
2552,67,Single,PhD,55521,0,26,0,6,6,7,Spain
6720,54,Together,Master,43795,11,53,3,7,4,7,Spain
4557,52,Together,Graduation,22070,7,19,2,2,2,6,SA
1183,73,Married,Master,36408,1,4,2,1,2,6,Germany
4186,72,Together,Graduation,34026,6,15,8,2,3,5,Canada
1419,72,Together,Graduation,34026,6,15,8,2,3,5,Spain
967,46,Married,Graduation,46049,9,112,14,5,9,7,Spain
1048,50,Married,Master,35641,3,67,9,3,4,7,SA
9262,38,Together,Basic,32414,6,5,9,1,3,7,SA
3427,67,Married,PhD,59821,0,70,0,11,7,8,SA
5892,42,Married,Graduation,34968,6,45,2,3,5,7,SA
8911,55,Married,PhD,56320,53,172,77,5,9,4,Spain
6606,53,Married,Master,70091,34,137,0,5,10,8,Spain
2677,66,Together,Graduation,46097,24,68,4,3,6,4,SA
252,59,Divorced,PhD,41003,133,142,44,6,8,6,SA
9860,63,Together,Graduation,44911,0,22,1,4,4,7,Spain
1388,47,Single,Graduation,33249,10,21,14,2,3,6,AUS
979,47,Single,Graduation,33249,10,21,14,2,3,6,Spain
7494,72,Divorced,PhD,42873,0,40,2,6,4,8,Canada
10490,53,Married,PhD,51039,64,79,0,6,4,7,AUS
3403,64,Together,PhD,78952,19,594,76,2,12,6,Spain
2715,56,Divorced,Master,29435,3,37,2,3,2,9,Canada
4828,68,Divorced,Graduation,79865,99,278,121,5,5,1,SA
92,34,Alone,Graduation,34176,7,24,14,3,4,6,Canada
3312,34,Single,Graduation,34176,7,24,14,3,4,6,India
11176,52,Together,PhD,65968,9,83,4,5,7,3,Canada
1446,66,Single,Master,86424,68,569,45,6,12,1,SA
9699,56,Divorced,Graduation,67272,35,271,28,6,12,5,Spain
9790,65,Single,Graduation,78499,72,170,36,11,4,4,Canada
2324,50,Together,Graduation,77044,38,242,34,7,11,4,Spain
5080,29,Single,Graduation,70515,0,452,64,6,4,2,ME
4992,47,Together,Master,17459,4,16,10,3,2,7,Spain
7849,52,Married,PhD,80336,19,456,142,2,13,1,Spain
4808,66,Married,Graduation,15759,2,5,0,1,2,7,Spain
10401,46,Together,Basic,26326,0,5,3,0,3,3,Germany
7793,46,Together,Graduation,62061,7,84,30,10,7,6,Spain
9303,46,Married,Graduation,5305,4,7,3,1,0,13,India
6853,40,Single,Master,75777,26,538,13,3,11,1,AUS
7366,40,Single,Master,75777,26,538,13,3,11,1,India
9780,51,Together,Master,71499,25,132,0,8,13,4,Spain
7573,44,Single,PhD,31626,1,9,1,2,2,7,Germany
1379,30,Together,Master,42670,2,46,4,4,4,4,SA
8923,49,Single,Graduation,83917,22,732,198,6,7,3,Spain
3547,53,Together,Master,41021,7,9,16,2,3,6,SA
8707,66,Married,Graduation,79456,42,548,83,5,4,3,Spain
1891,42,Divorced,Master,78789,50,850,83,4,5,2,Spain
6271,70,Married,PhD,50870,0,8,0,2,3,5,Spain
9635,39,Married,Master,35876,2,40,3,3,3,6,Spain
9727,65,Married,Graduation,23539,24,11,1,2,4,6,Canada
6205,55,Single,Master,32557,3,29,4,2,3,5,Canada
10681,52,Married,Basic,62466,129,259,121,6,12,4,Spain
5156,52,Married,Basic,62466,129,259,121,6,12,4,Spain
3050,56,Married,Graduation,54198,0,28,2,3,6,4,Spain
8164,44,Married,PhD,82170,93,651,55,5,7,2,SA
5626,58,Single,PhD,61798,4,89,8,4,9,4,Spain
7600,30,Single,Basic,15253,3,3,1,1,3,7,Canada
6406,34,Married,Master,78285,107,391,67,6,10,3,Germany
7002,67,Single,Graduation,62535,48,90,45,3,8,3,Spain
8234,49,Together,Basic,27190,6,7,1,1,2,8,Spain
6116,54,Married,Basic,48985,13,18,7,1,3,3,Spain
291,52,Married,Graduation,72940,74,298,149,3,6,1,SA
8779,37,Married,Basic,36145,4,76,1,4,3,9,US
4931,45,Together,Graduation,157146,0,1725,1,0,0,1,SA
1650,62,Married,Master,81843,86,537,69,5,12,3,Spain
9701,34,Together,Graduation,41883,34,41,16,4,3,7,Canada
6431,58,Married,PhD,45759,1,18,0,2,3,7,India
10789,58,Married,PhD,45759,1,18,0,2,3,7,Spain
5302,36,Together,Graduation,78394,27,697,24,4,5,2,Spain
4459,33,Single,Graduation,30279,4,14,4,1,3,8,Spain
10642,33,Single,Graduation,30279,4,14,4,1,3,8,Spain
9213,52,Widow,Graduation,31880,1,5,0,1,2,8,Spain
3678,49,Widow,Graduation,60208,23,71,0,8,7,7,Spain
3698,39,Together,Graduation,78687,185,687,55,4,8,2,Spain
5929,49,Married,PhD,37401,3,19,1,2,3,7,Spain
10795,49,Married,PhD,37401,3,19,1,2,3,7,India
4390,68,Together,Graduation,75315,15,171,23,5,12,2,SA
9362,57,Single,Graduation,69263,5,32,5,9,7,6,Canada
1577,76,Married,Graduation,78569,79,622,175,4,4,1,Spain
4609,56,Married,PhD,57705,0,53,4,8,6,6,Spain
7143,67,Together,Basic,74805,162,209,162,4,10,2,Spain
1729,61,Together,PhD,66426,24,97,24,3,10,6,Spain
10664,73,Widow,Master,51529,4,35,0,9,5,8,Spain
5029,76,Married,Graduation,18100,1,2,3,0,3,5,Spain
10507,45,Divorced,Basic,59601,7,69,7,2,7,8,US
3865,45,Together,Basic,20981,12,10,13,3,2,8,Canada
6982,46,Married,Graduation,74068,30,537,76,4,9,2,India
7042,39,Married,Graduation,36790,3,14,21,2,2,9,Spain
9668,51,Married,Graduation,18793,16,20,17,2,4,8,SA
6878,68,Widow,Graduation,27421,12,96,40,4,6,7,Spain
4099,50,Married,Graduation,30675,2,16,2,1,3,8,Spain
5031,48,Together,Graduation,83145,35,731,137,5,11,2,Spain
1970,54,Together,Master,34053,0,21,0,3,3,8,Spain
5726,39,Single,Master,31788,7,23,8,3,4,5,SA
5231,48,Married,Basic,45894,2,7,2,1,3,5,Spain
1307,44,Divorced,Graduation,41986,5,8,3,3,4,4,Spain
10609,60,Married,PhD,42769,0,13,1,1,4,4,Canada
5782,40,Together,Basic,58582,35,106,77,9,9,5,Spain
7533,58,Married,Graduation,49096,1,32,1,4,4,7,Canada
9493,42,Single,PhD,76412,53,804,71,5,8,3,Canada
2253,32,Married,Graduation,18929,0,8,4,1,4,6,Spain
2326,32,Married,Graduation,18929,0,8,4,1,4,6,Spain
1876,32,Married,Graduation,18929,0,8,4,1,4,6,India
7141,36,Single,Master,21888,10,46,3,5,2,10,Spain
7393,44,Together,Graduation,41580,5,24,0,2,3,5,Spain
4713,43,Married,PhD,31605,0,42,1,2,4,7,Spain
5093,48,Divorced,PhD,25509,3,30,7,3,3,9,Spain
8524,48,Divorced,PhD,25509,3,30,7,3,3,9,Spain
3766,63,Widow,Master,33051,71,243,94,9,8,9,Spain
9725,56,Together,PhD,28764,0,3,0,1,2,8,Spain
8933,39,Married,Basic,32146,3,23,7,2,4,6,Canada
10779,39,Single,Graduation,22148,5,14,4,1,3,7,Spain
9289,43,Married,Graduation,36781,1,17,3,2,2,8,Spain
2613,62,Married,Master,54197,6,37,13,1,6,1,Spain
10133,52,Single,Graduation,93790,68,731,114,6,12,2,Canada
8443,50,Single,Graduation,24762,10,12,15,3,2,8,SA
10796,38,Married,Master,30477,1,6,0,1,3,6,India
10241,47,Divorced,Basic,11448,0,0,2,1,2,6,Spain
3388,55,Divorced,Graduation,70844,26,67,67,6,5,7,Germany
6507,42,Single,Graduation,30828,11,15,0,1,4,3,AUS
7446,55,Together,Master,62513,42,98,42,6,10,6,US
87,41,Married,Basic,27733,7,5,2,2,3,7,Germany
10477,49,Together,PhD,39435,0,18,0,3,2,7,Spain
6072,52,Single,Master,75345,57,842,38,5,6,3,Spain
2518,36,Together,Basic,20491,4,5,2,0,2,7,Germany
247,51,Married,Graduation,36715,10,125,13,7,4,9,Spain
9463,63,Together,Graduation,71706,56,253,98,9,7,5,Canada
1459,56,Married,PhD,69063,35,124,8,5,5,3,Spain
9530,34,Married,Graduation,24645,3,4,1,1,2,8,SA
9653,47,Married,Graduation,35797,1,14,1,2,3,8,SA
10785,53,Married,Graduation,44078,1,10,0,2,3,5,SA
9392,51,Single,Graduation,26954,1,11,0,1,2,7,Spain
3769,50,Together,PhD,0,1,13,0,1,3,7,AUS
10146,50,Together,PhD,38887,1,13,0,1,3,7,AUS
4741,48,Married,Basic,65463,32,70,32,6,9,5,Spain
1880,63,Together,PhD,53537,0,6,0,2,3,5,India
6471,51,Single,Master,36230,2,30,2,2,4,5,Spain
5718,72,Married,Graduation,80763,168,108,42,5,6,3,SA
3478,51,Married,PhD,60585,42,309,42,7,9,5,Canada
7848,48,Single,Graduation,49166,2,25,0,5,3,6,India
7999,67,Together,PhD,75261,17,413,34,5,5,2,Spain
11101,31,Together,Graduation,89891,22,132,28,11,8,4,AUS
9212,60,Married,Master,72828,0,235,14,6,13,7,Spain
10983,70,Together,Graduation,75278,98,230,74,6,13,3,SA
3629,44,Single,Graduation,38557,3,31,4,3,3,7,Canada
4673,59,Married,PhD,81300,12,145,12,10,5,5,Spain
796,57,Divorced,Basic,60161,44,212,8,11,8,8,Canada
618,45,Married,PhD,69389,7,238,46,7,12,4,AUS
380,68,Divorced,Graduation,64497,48,320,32,11,9,8,SA
1092,42,Married,Graduation,61014,129,495,43,9,4,7,India
8962,47,Married,Master,44319,0,8,0,2,3,5,SA
8207,65,Married,Basic,53233,0,9,0,1,3,4,Canada
6521,68,Together,Graduation,77972,22,319,102,4,9,1,SA
535,35,Divorced,Graduation,81361,23,424,65,3,13,1,Germany
4608,35,Divorced,Graduation,81361,23,424,65,3,13,1,SA
11086,38,Single,Basic,25707,6,2,6,1,3,7,Spain
1064,51,Married,PhD,42403,1,11,5,1,3,8,Spain
7000,50,Single,Basic,65704,172,74,8,2,10,1,Germany
1581,42,Married,Graduation,37406,0,8,2,1,2,8,Spain
7384,71,Together,Master,39767,61,204,26,7,7,8,Spain
10552,43,Married,Basic,54210,54,109,9,4,7,5,Spain
6409,55,Divorced,Graduation,57136,140,599,12,7,7,6,SA
9507,47,Married,Graduation,40794,23,73,23,6,5,7,Spain
9560,57,Together,Graduation,83003,61,570,25,7,8,3,Spain
10991,62,Married,Master,89058,194,106,22,5,4,2,Canada
4712,31,Together,Basic,20193,8,22,11,1,4,4,Spain
11056,48,Married,Graduation,72099,91,410,0,3,10,1,Spain
7414,51,Married,Graduation,43824,1,42,3,3,4,8,Spain
3076,47,Together,Graduation,66653,18,102,18,4,12,3,AUS
6355,44,Married,Graduation,44359,0,14,3,2,4,3,Spain
7959,61,Married,Graduation,79410,80,483,13,3,5,1,Spain
5512,45,Married,Master,55842,0,39,4,7,8,5,Spain
10102,56,Widow,Graduation,79946,183,565,141,5,5,3,SA
9369,43,Single,Basic,88194,14,309,24,11,10,5,Germany
3711,78,Married,Master,80184,134,670,38,6,10,3,Spain
6931,55,Divorced,Graduation,76982,151,292,60,8,4,4,Spain
9596,42,Single,PhD,65295,32,117,110,3,13,2,US
2727,49,Together,Graduation,57100,21,69,3,3,6,3,SA
8416,41,Married,Graduation,29009,6,15,5,2,3,6,US
3967,51,Married,PhD,78931,197,170,152,2,13,1,Canada
2139,47,Married,Master,7500,1,10,2,2,3,5,AUS
2162,46,Married,Graduation,56939,34,103,29,3,10,3,Spain
9242,32,Single,Graduation,64509,185,575,25,6,9,4,SA
